City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,lagoa,39.05,-27.9833,16.07,83,31,7.51,PT,1682365918
363,ingeniero jacobacci,-41.3427,-69.5448,20.87,18,3,7.83,AR,1682365918
364,ramos arizpe,25.55,-100.9667,29.52,55,0,2.57,MX,1682365918
365,arraial do cabo,-22.9661,-42.0278,23.98,78,40,5.14,BR,1682365910
366,asasa,7.1,39.2,13.35,86,45,1.91,ET,1682365918
367,la passe,45.5549,-0.8967,12.13,88,100,1.72,FR,1682365905
368,saldanha,-33.0117,17.9442,15.03,93,16,2.15,ZA,1682365745
369,acajutla,13.5928,-89.8275,30.03,64,100,3.9,SV,1682365895
370,villa bruzual,9.3328,-69.1208,31.24,52,93,1.95,VE,1682365919
371,betioky,-23.7167,44.3833,18.47,87,2,1.39,MG,1682365919
372,den chai,17.9837,100.0522,26.63,58,0,0.83,TH,1682365919
373,mao,39.8885,4.2658,16.31,94,40,3.09,ES,1682365920
374,lexington,37.9887,-84.4777,13.01,36,0,4.12,US,1682365691
375,dawei,14.0833,98.2,25.79,82,9,0.75,MM,1682365920
376,bor,56.3567,44.0669,13.96,50,31,3.78,RU,1682365921
377,east london,-33.0153,27.9116,21.15,85,100,3.97,ZA,1682365787
378,markovo,57.3206,107.0881,-3.28,96,100,0.99,RU,1682365921
379,tazacorte,28.629,-17.9293,19.54,86,40,5.66,ES,1682365921
380,veraval,20.9,70.3667,26.71,66,24,5.79,IN,1682365921
381,cuito,-12.3833,16.9333,17.02,85,65,0.89,AO,1682365922
382,saint-philippe,-21.3585,55.7679,25.77,80,57,2.43,RE,1682365922
383,daru,-9.0763,143.2092,26.37,90,100,4.8,PG,1682365919
384,usogorsk,63.4106,48.6872,6.71,89,56,5.54,RU,1682365922
385,marte,12.3611,13.8246,33.49,33,100,4.29,NG,1682365922
386,bikenibeu village,1.3673,173.1241,27.98,83,40,4.12,KI,1682365923
387,callao,-12.0667,-77.15,27.16,65,0,7.2,PE,1682365887
388,villamontes,-21.25,-63.5,18.41,85,100,1.95,BO,1682365923
389,tura,25.5198,90.2201,21.32,57,0,1.49,IN,1682365923
390,khovd,48.0056,91.6419,5.75,33,61,3.26,MN,1682365923
391,trinidad,-14.8333,-64.9,32.99,55,20,2.06,BO,1682365924
392,preobrazheniye,42.9019,133.9064,2.9,67,71,3.17,RU,1682365924
393,bontang,0.1333,117.5,25.95,88,100,2.71,ID,1682365868
394,mana,5.6592,-53.7767,25.47,83,100,4.36,GF,1682365888
395,tvoroyri,61.5556,-6.8111,2.72,58,100,7.76,FO,1682365924
396,alto araguaia,-17.3147,-53.2153,25.37,66,79,2.51,BR,1682365924
397,vila velha,-20.3297,-40.2925,25.97,75,0,4.63,BR,1682365756
398,bam,29.106,58.357,23.36,27,86,2.5,IR,1682365925
399,nacozari viejo,30.4,-109.65,24.88,12,0,7.48,MX,1682365925
400,manggar,-2.8833,108.2667,27.4,79,100,2.6,ID,1682365925
401,bani walid,31.7566,13.9942,18.45,41,18,4.46,LY,1682365925
402,el calafate,-50.3408,-72.2768,11.77,76,31,5.36,AR,1682365827
403,omutinskiy,56.4745,67.6709,4.65,56,94,2.06,RU,1682365926
404,brackley,52.0333,-1.15,5.99,86,100,5.04,GB,1682365926
405,carnarvon,-24.8667,113.6333,19.5,64,94,6.13,AU,1682365723
406,bardai,11.65,7.2333,28.55,31,100,0.78,NG,1682365926
407,harper,4.375,-7.7169,27.26,84,100,2.53,LR,1682365927
408,bayport,40.7384,-73.0507,16.21,61,75,4.63,US,1682365927
409,erenhot,43.6475,111.9767,0.86,65,40,9.24,CN,1682365927
410,bac lieu,9.285,105.7244,28.38,73,66,4.36,VN,1682365927
411,ifrane,33.3333,-5.25,14.26,42,0,1.1,MA,1682365927
412,acarau,-2.8856,-40.12,26.4,84,82,4.21,BR,1682365928
413,bucerias,20.75,-105.3333,30.36,36,100,4.07,MX,1682365928
414,crane,31.3974,-102.3501,18.17,52,78,6.86,US,1682365923
415,bodaybo,57.8506,114.1933,-5.03,97,100,1.36,RU,1682365928
416,murzzuschlag,47.6,15.6833,8.62,92,100,3.71,AT,1682365929
417,lubuklinggau,-3.3,102.8667,23.5,97,100,0.44,ID,1682365743
418,kolwezi,-10.7148,25.4667,15.9,90,90,1.96,CD,1682365921
419,mazatlan,23.2167,-106.4167,27.17,71,100,3.58,MX,1682365802
420,wukari,7.85,9.7833,30.13,57,25,1.45,NG,1682365929
421,kurchum,48.5722,83.6542,8.83,71,71,3.12,KZ,1682365930
422,manuguru,17.981,80.7547,26.36,76,61,2.17,IN,1682365930
423,san-pedro,4.7485,-6.6363,27.19,86,61,2.41,CI,1682365930
424,magong,23.5654,119.5863,21.86,84,99,10.46,TW,1682365930
425,vanino,49.0869,140.2543,1.51,63,78,5.02,RU,1682365930
426,vorkuta,67.5,64.0,-7.02,94,100,3.89,RU,1682365931
427,sorong,-0.8833,131.25,26.95,80,23,0.86,ID,1682365931
428,viedma,-40.8135,-62.9967,24.89,26,0,7.47,AR,1682365931
429,west vero corridor,27.6378,-80.4858,28.34,79,40,6.17,US,1682365931
430,askoy,60.4092,5.226,4.86,90,75,6.17,NO,1682365932
431,ataq,14.5377,46.8319,24.11,56,23,3.73,YE,1682365932
432,ipoh,4.5841,101.0829,26.13,95,20,1.03,MY,1682365932
433,shirgaon,19.7,72.7,27.15,74,100,2.1,IN,1682365932
434,duong dong,10.2167,103.9667,27.0,89,20,1.54,VN,1682365932
435,moree,-29.4667,149.85,14.51,78,0,3.62,AU,1682365932
436,tanah merah,5.8,102.15,27.9,97,100,0.99,MY,1682365933
437,conde,-7.2597,-34.9075,28.7,74,40,6.69,BR,1682365933
438,twin falls,42.3505,-114.6445,12.94,54,75,9.26,US,1682365933
439,yemetsk,63.4721,41.7941,5.22,97,93,1.89,RU,1682365934
440,dursunbey,39.586,28.6257,9.87,53,81,1.74,TR,1682365934
441,antsiranana,-12.2787,49.2917,25.21,89,99,1.61,MG,1682365934
442,kapa'a,22.0752,-159.319,25.26,81,20,2.06,US,1682365931
443,tegal,-6.8694,109.1402,26.38,84,100,1.71,ID,1682365934
444,mangrol,21.1167,70.1167,26.79,64,10,5.21,IN,1682365935
445,leava,-14.3,-178.1667,27.89,76,100,2.85,WF,1682365935
446,broken hill,-31.95,141.4333,17.1,56,1,4.01,AU,1682365935
447,makhambet,47.6667,51.5833,19.93,34,100,11.31,KZ,1682365935
448,nouadhibou,20.931,-17.0347,19.99,77,0,8.75,MR,1682365903
449,spas-demensk,54.4122,34.0226,9.69,70,78,1.87,RU,1682365936
450,mormugao,15.4,73.8,25.14,80,0,3.87,IN,1682365799
451,kanggye,40.9695,126.5852,7.5,51,100,1.66,KP,1682365936
452,isangel,-19.55,169.2667,25.24,81,94,3.03,VU,1682365650
453,kiunga,-6.1219,141.2906,21.56,97,96,0.42,PG,1682365936
454,shingu,33.7333,135.9833,11.6,81,100,3.14,JP,1682365936
455,bodo,67.28,14.405,1.02,65,0,3.6,NO,1682365937
456,crato,-7.2342,-39.4094,30.84,48,0,4.63,BR,1682365937
457,laayoune,27.1622,-13.2032,20.19,100,88,8.23,EH,1682365937
458,minas de marcona,-15.2119,-75.1103,20.77,66,1,8.18,PE,1682365888
459,namibe,-15.1961,12.1522,23.86,69,7,4.25,AO,1682365937
460,buckie,57.6757,-2.9624,4.88,60,100,8.95,GB,1682365937
461,likiep,9.8251,169.3107,27.31,82,88,8.59,MH,1682365937
462,dubno,50.4169,25.7343,12.16,87,40,3.46,UA,1682365938
463,manaure,11.7751,-72.4445,27.74,65,42,7.19,CO,1682365938
464,island harbour,50.724,-1.2758,8.51,91,97,3.58,GB,1682365755
465,coquimbo,-29.9533,-71.3436,17.85,72,20,5.14,CL,1682365772
466,turrialba,9.9047,-83.6835,33.8,50,52,3.11,CR,1682365939
467,kyelang,32.5833,77.0333,-13.21,67,3,3.11,IN,1682365939
468,haapajarvi,63.75,25.3333,-0.31,98,100,2.01,FI,1682365939
469,turpan,42.9333,89.1667,18.29,15,33,0.42,CN,1682365939
470,dwarka,22.2394,68.9678,26.7,78,75,6.29,IN,1682365940
471,conception bay south,47.4999,-52.9981,3.64,95,100,7.81,CA,1682365940
472,dryden,49.7833,-92.7503,3.16,41,100,3.6,CA,1682365940
473,betong,5.7743,101.0723,21.88,98,100,1.1,TH,1682365940
474,blackwater,-23.5833,148.8833,16.09,83,1,4.7,AU,1682365940
475,miastko,54.0028,16.9826,11.25,90,100,2.51,PL,1682365941
476,chibougamau,49.9168,-74.3659,4.79,87,100,4.12,CA,1682365727
477,dalhart,36.0595,-102.5133,11.01,62,100,9.77,US,1682365942
478,tadine,-21.55,167.8833,24.33,82,100,5.57,NC,1682365942
479,pangody,65.85,74.4859,-4.08,93,100,10.75,RU,1682365898
480,buka,40.8108,69.1986,18.06,52,24,2.85,UZ,1682365891
481,ukmerge,55.25,24.75,14.26,64,7,4.15,LT,1682365943
482,ribeira brava,32.65,-17.0667,20.4,81,100,1.85,PT,1682365943
483,mahina,-17.5065,-149.489,28.87,79,40,2.06,PF,1682365916
484,tabou,4.423,-7.3528,27.18,85,100,2.52,CI,1682365944
485,keflavik,64.0049,-22.5624,6.95,75,75,3.09,IS,1682365893
486,matoury,4.8483,-52.3317,23.98,100,75,5.14,GF,1682365944
487,kismayo,-0.3582,42.5454,28.04,79,64,5.07,SO,1682365945
488,hefei,31.8639,117.2808,12.01,87,100,1.0,CN,1682365769
489,montecarlo,-26.5662,-54.757,27.09,51,84,1.27,AR,1682365945
490,cockburn town,21.4612,-71.1419,25.49,71,20,3.02,TC,1682365656
491,nuuk,64.1835,-51.7216,5.34,75,75,4.63,GL,1682365945
492,puerto tirol,-27.3722,-59.0821,22.04,73,100,4.63,AR,1682365945
493,saskatoon,52.1168,-106.6345,9.99,34,75,10.8,CA,1682365779
494,san luis de la loma,17.2706,-100.8939,30.32,60,76,4.15,MX,1682365920
495,gvardeysk,54.6477,21.0651,13.03,82,98,3.86,RU,1682365946
496,sinabang,2.4803,96.3801,27.07,82,100,0.92,ID,1682365888
497,sikonge,-5.6333,32.7667,18.59,92,100,0.86,TZ,1682365946
498,darya khan,31.7912,71.1039,28.87,13,88,3.05,PK,1682365946
499,mili,6.0815,171.735,27.94,81,100,9.17,MH,1682365688
500,calabozo,8.9242,-67.4293,32.26,45,100,1.94,VE,1682365946
501,ca mau,9.1769,105.15,27.11,80,42,1.89,VN,1682365947
502,villa de san antonio,14.3167,-87.6167,34.68,32,77,3.97,HN,1682365947
503,male,4.1748,73.5089,27.97,94,40,1.54,MV,1682365909
504,puerto baquerizo moreno,-0.9,-89.6,29.55,70,40,3.09,EC,1682365916
505,naze,28.3667,129.4833,19.51,81,98,6.74,JP,1682365947
506,ghanzi,-21.5667,21.7833,18.89,45,26,7.74,BW,1682365948
507,manismata,-2.4667,111.0333,22.98,99,100,0.32,ID,1682365948
508,port douglas,-16.4833,145.4667,25.1,84,93,7.56,AU,1682365948
509,maxixe,-23.8597,35.3472,22.9,83,0,2.24,MZ,1682365948
510,zhalantun,48.0,122.7167,3.16,44,100,3.16,CN,1682365948
511,olbia,40.9214,9.4856,18.03,48,0,7.72,IT,1682365948
512,gaalkacyo,6.7697,47.4308,27.86,67,50,7.25,SO,1682365949
513,touros,-5.1989,-35.4608,27.4,77,45,6.11,BR,1682365916
514,dhahran,26.3032,50.1353,29.45,50,0,3.6,SA,1682365949
515,raja,8.4596,25.678,26.14,57,99,1.87,SS,1682365949
516,namie,37.4833,141.0,2.62,65,3,2.15,JP,1682365949
517,mongo,12.1844,18.693,30.5,43,100,1.92,TD,1682365949
518,chimore,-16.9833,-65.1333,31.02,45,17,0.96,BO,1682365950
519,kill devil hills,36.0307,-75.676,15.0,63,0,6.17,US,1682365950
520,igreja,15.0333,-24.3333,22.13,73,1,5.52,CV,1682365950
521,tranas,58.0372,14.9782,4.66,89,100,3.54,SE,1682365950
522,sona,45.4388,10.8255,15.75,67,0,4.63,IT,1682365950
523,peace river,56.2501,-117.286,12.17,46,75,2.57,CA,1682365950
524,indramayu,-6.3264,108.32,27.11,80,100,2.63,ID,1682365950
525,ballina,-28.8667,153.5667,15.43,64,100,5.93,AU,1682365951
526,akureyri,65.6835,-18.0878,0.96,64,75,6.69,IS,1682365947
527,primorskiy,43.0983,131.5875,3.92,65,100,1.79,RU,1682365951
528,ponta delgada,37.7333,-25.6667,18.4,94,75,3.6,PT,1682365886
529,kirakira,-10.4544,161.9205,25.42,82,98,1.39,SB,1682365907
530,thai binh,20.45,106.3333,23.38,93,95,4.87,VN,1682365951
531,malango,-2.9627,119.9001,19.96,98,100,0.87,ID,1682365951
532,udachny,66.4167,112.4,-15.0,100,99,1.79,RU,1682365928
533,luorong,24.4058,109.6086,12.55,90,100,3.63,CN,1682365952
534,poso,-1.3959,120.7524,24.83,88,44,2.54,ID,1682365952
535,galliano,29.4422,-90.2992,22.78,53,75,3.6,US,1682365686
536,hotan,37.0997,79.9269,16.82,14,0,1.91,CN,1682365952
537,mayskiy,47.6931,40.1025,11.67,95,100,4.32,RU,1682365953
538,gharyan,32.1722,13.0203,18.23,29,1,2.74,LY,1682365953
539,srikakulam,18.3,83.9,26.39,66,54,1.84,IN,1682365953
540,byron bay,-28.65,153.6167,15.39,66,100,5.93,AU,1682365807
541,tateyama,34.9833,139.8667,13.4,64,65,5.52,JP,1682365917
542,naryn,41.4287,75.9911,10.52,52,99,1.99,KG,1682365954
543,la ferte-bernard,48.1863,0.6536,9.79,96,95,3.44,FR,1682365954
544,detroit lakes,46.8172,-95.8453,6.59,52,100,0.0,US,1682365708
545,laguna,38.421,-121.4238,25.91,47,0,1.54,US,1682365910
546,midvagur,62.0511,-7.1939,2.46,55,100,8.23,FO,1682365955
547,itoman,26.1247,127.6694,23.01,76,100,3.6,JP,1682365848
548,augustow,53.8432,22.9798,12.53,63,75,3.64,PL,1682365955
549,sao felix do xingu,-6.6447,-51.995,27.12,75,100,1.31,BR,1682365891
550,port augusta,-32.5,137.7667,17.66,50,53,1.88,AU,1682365933
551,taroa,8.7058,171.2275,27.76,83,79,9.19,MH,1682365955
552,igabi,10.7889,7.7749,27.23,36,100,2.7,NG,1682365956
553,gryazi,52.4966,39.9359,8.12,75,8,2.85,RU,1682365956
554,shalqar,47.8333,59.6,14.02,42,96,4.22,KZ,1682365956
555,campo gallo,-26.5833,-62.85,20.39,66,92,2.29,AR,1682365956
556,merritt,50.1123,-120.7942,9.28,71,94,1.81,CA,1682365956
557,whitefish,48.4111,-114.3376,10.86,74,75,5.66,US,1682365957
558,kotido,2.9806,34.1331,23.18,65,68,0.49,UG,1682365957
559,praia da vitoria,38.7333,-27.0667,20.14,73,20,6.0,PT,1682365906
560,dobris,49.7811,14.1672,11.33,77,100,4.24,CZ,1682365957
561,tynda,55.1667,124.7167,-8.0,94,100,1.59,RU,1682365957
562,fort stockton,30.894,-102.8793,17.03,55,0,5.14,US,1682365958
563,darwin,-12.4611,130.8418,25.99,69,29,1.54,AU,1682365958
564,bull savanna,17.8868,-77.5902,26.64,65,59,3.1,JM,1682365958
565,portland,45.5234,-122.6762,14.42,70,100,2.68,US,1682365720
566,mutuali,-14.8706,37.0044,17.55,87,3,1.66,MZ,1682365958
567,kayangel,8.0823,134.7173,27.97,71,11,1.43,PW,1682365938
568,labuan bajo,-8.4964,119.8877,25.01,88,38,1.85,ID,1682365959
569,argo,37.6333,22.7333,15.44,66,2,2.19,GR,1682365959
570,coahuayana de hidalgo,18.7,-103.6583,32.03,49,38,3.95,MX,1682365959
571,zaozersk,69.4005,32.4476,-7.32,80,7,4.04,RU,1682365937
572,kayenta,36.7278,-110.2546,18.9,22,99,10.01,US,1682365959
573,katabu,-4.9333,122.5167,24.24,95,79,1.37,ID,1682365959
574,boa vista,2.8197,-60.6733,25.99,83,75,2.06,BR,1682365959
575,jinzhou,41.1078,121.1417,12.19,48,100,7.02,CN,1682365960
576,horta,38.5333,-28.6333,17.8,91,20,5.36,PT,1682365904
577,chulakkurgan,43.765,69.1814,14.5,37,0,4.1,KZ,1682365960
578,ola,59.5833,151.2833,1.19,80,100,5.45,RU,1682365930
579,muurame,62.1333,25.6667,2.87,94,100,2.56,FI,1682365960
580,nemuro,43.3236,145.575,2.86,74,33,8.24,JP,1682365635
581,bereznik,62.8551,42.7072,9.77,81,87,3.63,RU,1682365960
582,gypsum,39.6469,-106.9517,14.79,26,75,5.14,US,1682365961
583,labytnangi,66.6572,66.4183,-7.47,87,12,5.47,RU,1682365955
